指标,地区,分类,国家,商品,贸易方式,时间,数值,month,year,time_index,goods_code,IPQ,XPQ,IQ,XQ,is_US
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,01-2019,2903089.0,01,2019,201901,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,02-2019,2116767.0,02,2019,201902,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,03-2019,1748875.0,03,2019,201903,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,04-2019,1862724.0,04,2019,201904,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,05-2019,1555181.0,05,2019,201905,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,06-2019,1641823.0,06,2019,201906,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,07-2019,1065852.0,07,2019,201907,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,08-2019,767883.0,08,2019,201908,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,09-2019,2321623.0,09,2019,201909,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,10-2019,1454552.0,10,2019,201910,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,11-2019,1475828.0,11,2019,201911,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,12-2019,736782.0,12,2019,201912,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,01-2020,1357747.0,01,2020,202001,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,02-2020,35693.0,02,2020,202002,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,03-2020,90565.0,03,2020,202003,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,04-2020,,04,2020,202004,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,05-2020,347961.0,05,2020,202005,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,06-2020,14000.0,06,2020,202006,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,07-2020,,07,2020,202007,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,08-2020,1940575.0,08,2020,202008,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,09-2020,1858928.0,09,2020,202009,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,10-2020,598477.0,10,2020,202010,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,11-2020,48000.0,11,2020,202011,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,12-2020,1983312.0,12,2020,202012,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,01-2021,4017418.0,01,2021,202101,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,02-2021,1454097.0,02,2021,202102,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,03-2021,2632686.0,03,2021,202103,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,04-2021,1738728.0,04,2021,202104,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,05-2021,3200505.0,05,2021,202105,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,06-2021,554573.0,06,2021,202106,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,07-2021,1190139.0,07,2021,202107,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,08-2021,884709.0,08,2021,202108,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,09-2021,905398.0,09,2021,202109,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,10-2021,1264304.0,10,2021,202110,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,11-2021,3079198.0,11,2021,202111,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,12-2021,1812551.0,12,2021,202112,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,01-2022,220929.0,01,2022,202201,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,02-2022,76891.0,02,2022,202202,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,03-2022,3223889.0,03,2022,202203,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,04-2022,682623.0,04,2022,202204,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,05-2022,1102176.0,05,2022,202205,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,06-2022,5088405.0,06,2022,202206,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,07-2022,920235.0,07,2022,202207,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,08-2022,2970831.0,08,2022,202208,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,09-2022,774594.0,09,2022,202209,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,10-2022,3048952.0,10,2022,202210,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,11-2022,1398151.0,11,2022,202211,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,12-2022,3477021.0,12,2022,202212,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,01-2023,21000.0,01,2023,202301,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,02-2023,4487635.0,02,2023,202302,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,03-2023,2407312.0,03,2023,202303,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,04-2023,2100251.0,04,2023,202304,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,05-2023,548478.0,05,2023,202305,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,06-2023,6359153.0,06,2023,202306,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,07-2023,2432902.0,07,2023,202307,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,08-2023,2799245.0,08,2023,202308,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,09-2023,2367361.0,09,2023,202309,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,10-2023,2175475.0,10,2023,202310,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,11-2023,2799526.0,11,2023,202311,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,12-2023,3195419.0,12,2023,202312,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,01-2024,469948.0,01,2024,202401,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,02-2024,1515298.0,02,2024,202402,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,03-2024,3875009.0,03,2024,202403,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,04-2024,2822220.0,04,2024,202404,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,05-2024,3240811.0,05,2024,202405,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,06-2024,1058829.0,06,2024,202406,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,07-2024,2415376.0,07,2024,202407,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,08-2024,851676.0,08,2024,202408,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0101 - 马、驴、骡,合计,09-2024,4967970.0,09,2024,202409,0101,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2019,51922259.0,01,2019,201901,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2019,,02,2019,201902,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2019,24419520.0,03,2019,201903,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2019,24611710.0,04,2019,201904,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2019,41527090.0,05,2019,201905,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2019,20381501.0,06,2019,201906,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2019,25095476.0,07,2019,201907,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2019,31421404.0,08,2019,201908,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2019,19954503.0,09,2019,201909,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2019,45232409.0,10,2019,201910,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2019,22493488.0,11,2019,201911,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2019,27952227.0,12,2019,201912,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2020,50336476.0,01,2020,202001,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2020,16720517.0,02,2020,202002,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2020,39004321.0,03,2020,202003,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2020,25804646.0,04,2020,202004,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2020,73039094.0,05,2020,202005,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2020,22519326.0,06,2020,202006,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2020,48193116.0,07,2020,202007,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2020,39966671.0,08,2020,202008,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2020,57181300.0,09,2020,202009,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2020,54089698.0,10,2020,202010,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2020,42377526.0,11,2020,202011,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2020,17925510.0,12,2020,202012,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2021,103708992.0,01,2021,202101,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2021,51093755.0,02,2021,202102,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2021,27977360.0,03,2021,202103,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2021,75653667.0,04,2021,202104,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2021,80756869.0,05,2021,202105,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2021,44007197.0,06,2021,202106,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2021,88979141.0,07,2021,202107,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2021,85705637.0,08,2021,202108,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2021,64164463.0,09,2021,202109,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2021,71744057.0,10,2021,202110,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2021,11766380.0,11,2021,202111,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2021,93163377.0,12,2021,202112,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2022,136742774.0,01,2022,202201,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2022,27966787.0,02,2022,202202,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2022,112661912.0,03,2022,202203,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2022,19156732.0,04,2022,202204,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2022,56799679.0,05,2022,202205,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2022,35674017.0,06,2022,202206,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2022,101520465.0,07,2022,202207,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2022,26332230.0,08,2022,202208,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2022,60964700.0,09,2022,202209,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2022,81960141.0,10,2022,202210,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2022,69823834.0,11,2022,202211,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2022,75377004.0,12,2022,202212,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2023,59358513.0,01,2023,202301,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2023,14406771.0,02,2023,202302,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2023,82612229.0,03,2023,202303,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2023,19116935.0,04,2023,202304,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2023,37412569.0,05,2023,202305,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2023,21904969.0,06,2023,202306,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2023,14880340.0,07,2023,202307,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2023,13364070.0,08,2023,202308,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2023,5246476.0,09,2023,202309,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2023,23547204.0,10,2023,202310,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2023,27256470.0,11,2023,202311,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2023,145885.0,12,2023,202312,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2024,4248017.0,01,2024,202401,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2024,46087581.0,02,2024,202402,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2024,158342.0,03,2024,202403,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2024,5258660.0,04,2024,202404,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2024,10771086.0,05,2024,202405,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2024,8242419.0,06,2024,202406,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2024,40209.0,07,2024,202407,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2024,5026350.0,08,2024,202408,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2024,,09,2024,202409,0102,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2019,,01,2019,201901,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2019,,02,2019,201902,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2019,,03,2019,201903,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2019,,04,2019,201904,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2019,,05,2019,201905,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2019,,06,2019,201906,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2019,,07,2019,201907,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2019,3018035.0,08,2019,201908,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2019,,09,2019,201909,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2019,,10,2019,201910,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2019,,11,2019,201911,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2019,,12,2019,201912,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2020,4178754.0,01,2020,202001,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2020,,02,2020,202002,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2020,7405689.0,03,2020,202003,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2020,,04,2020,202004,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2020,7613230.0,05,2020,202005,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2020,585250.0,06,2020,202006,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2020,3954785.0,07,2020,202007,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2020,,08,2020,202008,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2020,9064462.0,09,2020,202009,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2020,,10,2020,202010,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2020,6647272.0,11,2020,202011,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2020,27066347.0,12,2020,202012,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2021,6022642.0,01,2021,202101,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2021,,02,2021,202102,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2021,18837764.0,03,2021,202103,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2021,7821817.0,04,2021,202104,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2021,6928506.0,05,2021,202105,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2021,7140183.0,06,2021,202106,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2021,6402072.0,07,2021,202107,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2021,2068178.0,08,2021,202108,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2021,2379406.0,09,2021,202109,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2021,,10,2021,202110,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2021,,11,2021,202111,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2021,,12,2021,202112,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2022,2878074.0,01,2022,202201,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2022,55356.0,02,2022,202202,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2022,,03,2022,202203,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2022,,04,2022,202204,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2022,,05,2022,202205,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2022,,06,2022,202206,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2022,1387875.0,07,2022,202207,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2022,4239000.0,08,2022,202208,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2022,2708415.0,09,2022,202209,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2022,1208674.0,10,2022,202210,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2022,,11,2022,202211,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2022,3154425.0,12,2022,202212,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2023,,01,2023,202301,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2023,,02,2023,202302,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2023,,03,2023,202303,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2023,4301391.0,04,2023,202304,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2023,,05,2023,202305,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2023,3521044.0,06,2023,202306,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2023,,07,2023,202307,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2023,1140440.0,08,2023,202308,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2023,4336330.0,09,2023,202309,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2023,3104200.0,10,2023,202310,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2023,,11,2023,202311,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2023,5175150.0,12,2023,202312,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2024,2453400.0,01,2024,202401,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2024,,02,2024,202402,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2024,4385055.0,03,2024,202403,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2024,,04,2024,202404,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2024,,05,2024,202405,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2024,,06,2024,202406,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2024,,07,2024,202407,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2024,1500840.0,08,2024,202408,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2024,1206260.0,09,2024,202409,0103,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,01-2019,875038.0,01,2019,201901,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,02-2019,780685.0,02,2019,201902,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,03-2019,146200.0,03,2019,201903,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,04-2019,2174960.0,04,2019,201904,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,05-2019,3222900.0,05,2019,201905,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,06-2019,1314070.0,06,2019,201906,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,07-2019,1591335.0,07,2019,201907,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,08-2019,,08,2019,201908,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,09-2019,,09,2019,201909,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,10-2019,,10,2019,201910,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,11-2019,2478085.0,11,2019,201911,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,12-2019,,12,2019,201912,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,01-2020,,01,2020,202001,0104,True,False,False,False,False
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,02-2020,,02,2020,202002,0104,True,False,False,False,False
