指标,地区,分类,国家,商品,贸易方式,时间,数值
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2020,57181300.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2020,54089698.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2020,42377526.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2020,17925510.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2021,103708992.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2021,51093755.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2021,27977360.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2021,75653667.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2021,80756869.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2021,44007197.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2021,88979141.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2021,85705637.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2021,64164463.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2021,71744057.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2021,11766380.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2021,93163377.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2022,136742774.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2022,27966787.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2022,112661912.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2022,19156732.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2022,56799679.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2022,35674017.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2022,101520465.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2022,26332230.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2022,60964700.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2022,81960141.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2022,69823834.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2022,75377004.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2023,59358513.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2023,14406771.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2023,82612229.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2023,19116935.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2023,37412569.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2023,21904969.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2023,14880340.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2023,13364070.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2023,5246476.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,10-2023,23547204.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,11-2023,27256470.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,12-2023,145885.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,01-2024,4248017.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,02-2024,46087581.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,03-2024,158342.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,04-2024,5258660.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,05-2024,10771086.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,06-2024,8242419.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,07-2024,40209.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,08-2024,5026350.00000
进口金额（美元）,合计,本期值,合计,0102 - 牛,合计,09-2024,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2019,3018035.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2019,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2020,4178754.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2020,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2020,7405689.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2020,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2020,7613230.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2020,585250.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2020,3954785.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2020,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2020,9064462.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2020,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2020,6647272.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2020,27066347.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2021,6022642.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2021,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2021,18837764.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2021,7821817.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2021,6928506.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2021,7140183.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2021,6402072.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2021,2068178.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2021,2379406.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2021,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2021,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2021,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2022,2878074.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2022,55356.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2022,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2022,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2022,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2022,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2022,1387875.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2022,4239000.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2022,2708415.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2022,1208674.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2022,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2022,3154425.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2023,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2023,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2023,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2023,4301391.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2023,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2023,3521044.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2023,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2023,1140440.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2023,4336330.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,10-2023,3104200.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,11-2023,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,12-2023,5175150.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,01-2024,2453400.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,02-2024,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,03-2024,4385055.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,04-2024,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,05-2024,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,06-2024,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,07-2024,
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,08-2024,1500840.00000
进口金额（美元）,合计,本期值,合计,0103 - 猪,合计,09-2024,1206260.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,01-2019,875038.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,02-2019,780685.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,03-2019,146200.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,04-2019,2174960.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,05-2019,3222900.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,06-2019,1314070.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,07-2019,1591335.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,08-2019,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,09-2019,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,10-2019,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,11-2019,2478085.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,12-2019,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,01-2020,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,02-2020,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,03-2020,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,04-2020,2127958.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,05-2020,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,06-2020,2921220.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,07-2020,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,08-2020,2835830.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,09-2020,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,10-2020,1884433.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,11-2020,1812270.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,12-2020,5202980.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,01-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,02-2021,2132700.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,03-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,04-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,05-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,06-2021,6337261.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,07-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,08-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,09-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,10-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,11-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,12-2021,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,01-2022,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,02-2022,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,03-2022,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,04-2022,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,05-2022,3243670.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,06-2022,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,07-2022,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,08-2022,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,09-2022,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,10-2022,3265613.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,11-2022,892765.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,12-2022,1004226.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,01-2023,1434381.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,02-2023,5179909.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,03-2023,385130.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,04-2023,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,05-2023,2438129.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,06-2023,4523275.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,07-2023,225691.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,08-2023,83036.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,09-2023,1579150.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,10-2023,1665594.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,11-2023,2262498.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,12-2023,5913009.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,01-2024,6711037.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,02-2024,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,03-2024,4587176.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,04-2024,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,05-2024,4487327.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,06-2024,2133110.00000
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,07-2024,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,08-2024,
进口金额（美元）,合计,本期值,合计,0104 - 绵羊、山羊,合计,09-2024,
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,01-2019,1322742.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,02-2019,2631371.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,03-2019,3949272.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,04-2019,4188916.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,05-2019,3436645.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,06-2019,1506333.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,07-2019,2741671.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,08-2019,1709443.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,09-2019,4046250.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,10-2019,5068764.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,11-2019,3027816.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,12-2019,5750462.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,01-2020,729828.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,02-2020,3000653.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,03-2020,2585710.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,04-2020,4220524.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,05-2020,5560815.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,06-2020,3017046.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,07-2020,1920539.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,08-2020,3749642.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,09-2020,2931614.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,10-2020,1717127.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,11-2020,1785821.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,12-2020,4501375.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,01-2021,3369815.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,02-2021,4855216.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,03-2021,2216648.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,04-2021,4302704.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,05-2021,3291511.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,06-2021,4916531.00000
进口金额（美元）,合计,本期值,合计,0105 - 家禽，即鸡、鸭、鹅、火鸡及珍珠鸡,合计,07-2021,
