指标,地区,分类,国家,商品,贸易方式,时间,数值
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,09-2022,134209140.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,10-2022,98863705.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,11-2022,123377999.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,12-2022,105536166.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,01-2023,82590050.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,02-2023,56213821.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,03-2023,83651678.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,04-2023,88244345.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,05-2023,102724887.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,06-2023,90426317.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,07-2023,84303208.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,08-2023,97806213.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,09-2023,90881297.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,10-2023,69973221.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,11-2023,75471327.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,12-2023,75767467.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,01-2024,71572178.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,02-2024,60145197.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,03-2024,90049996.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,04-2024,92056241.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,05-2024,85668218.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,06-2024,79802578.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,07-2024,89150362.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,08-2024,88057927.00000
进出口金额（美元）,合计,本期值,美国,020230 - 冻去骨牛肉,合计,09-2024,76897251.00000
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,01-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,02-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,03-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,04-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,05-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,06-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,07-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,08-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,09-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,10-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,11-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,12-2019,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,01-2020,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,02-2020,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,03-2020,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,04-2020,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,05-2020,596697.00000
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,06-2020,68603.00000
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,07-2020,38280.00000
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,08-2020,37942.00000
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,09-2020,35305.00000
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,10-2020,5692.00000
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,11-2020,16425.00000
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,12-2020,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,01-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,02-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,03-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,04-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,05-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,06-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,07-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,08-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,09-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,10-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,11-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,12-2021,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,01-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,02-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,03-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,04-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,05-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,06-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,07-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,08-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,09-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,10-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,11-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,12-2022,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,01-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,02-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,03-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,04-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,05-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,06-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,07-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,08-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,09-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,10-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,11-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,12-2023,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,01-2024,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,02-2024,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,03-2024,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,04-2024,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,05-2024,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,06-2024,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,07-2024,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,08-2024,
进出口金额（美元）,合计,本期值,美国,020319 - 其他鲜、冷猪肉,合计,09-2024,
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,01-2019,2610218.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,02-2019,3344575.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,03-2019,8405586.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,04-2019,8887419.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,05-2019,11202674.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,06-2019,15158850.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,07-2019,21668889.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,08-2019,6137639.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,09-2019,3276638.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,10-2019,2633725.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,11-2019,9942069.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,12-2019,17540778.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,01-2020,19072962.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,02-2020,23823126.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,03-2020,27524172.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,04-2020,29505411.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,05-2020,34358175.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,06-2020,51344554.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,07-2020,57368639.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,08-2020,54237116.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,09-2020,53377998.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,10-2020,35198133.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,11-2020,39474386.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,12-2020,48705209.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,01-2021,51008701.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,02-2021,45087657.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,03-2021,60409183.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,04-2021,49117804.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,05-2021,52101574.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,06-2021,72057539.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,07-2021,55520652.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,08-2021,35569169.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,09-2021,25546730.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,10-2021,14083309.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,11-2021,13980041.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,12-2021,10640552.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,01-2022,10113463.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,02-2022,16783047.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,03-2022,5571251.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,04-2022,10067172.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,05-2022,8028809.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,06-2022,11504542.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,07-2022,11085182.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,08-2022,8516007.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,09-2022,11474671.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,10-2022,11239700.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,11-2022,12772434.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,12-2022,14751762.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,01-2023,13693801.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,02-2023,8359265.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,03-2023,17218224.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,04-2023,10419453.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,05-2023,11943110.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,06-2023,11838400.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,07-2023,12422430.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,08-2023,8817019.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,09-2023,9208729.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,10-2023,6716796.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,11-2023,6696524.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,12-2023,6156573.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,01-2024,9320512.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,02-2024,9176156.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,03-2024,11608563.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,04-2024,7130382.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,05-2024,8147219.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,06-2024,5526040.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,07-2024,5647802.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,08-2024,7347383.00000
进出口金额（美元）,合计,本期值,美国,020322 - 冻带骨猪前腿、猪后腿及其肉块,合计,09-2024,11813561.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,01-2019,3943240.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,02-2019,2672039.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,03-2019,5235032.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,04-2019,5251185.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,05-2019,10059103.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,06-2019,6872967.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,07-2019,18120290.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,08-2019,53248738.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,09-2019,60345531.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,10-2019,59293291.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,11-2019,66110489.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,12-2019,104560536.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,01-2020,100092814.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,02-2020,130739236.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,03-2020,134796378.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,04-2020,189054880.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,05-2020,157704761.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,06-2020,125136688.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,07-2020,103437789.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,08-2020,42642965.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,09-2020,61985575.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,10-2020,30879266.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,11-2020,35310475.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,12-2020,50112390.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,01-2021,52689684.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,02-2021,40294566.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,03-2021,76374911.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,04-2021,45990479.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,05-2021,41857068.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,06-2021,54540369.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,07-2021,46722444.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,08-2021,28815995.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,09-2021,15748823.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,10-2021,12357619.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,11-2021,11267343.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,12-2021,9266380.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,01-2022,5898447.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,02-2022,9762250.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,03-2022,3593327.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,04-2022,4580194.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,05-2022,6132381.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,06-2022,5867323.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,07-2022,5784851.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,08-2022,5243565.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,09-2022,8791481.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,10-2022,6316921.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,11-2022,8666872.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,12-2022,10418800.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,01-2023,12371875.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,02-2023,12527232.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,03-2023,14040343.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,04-2023,7096141.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,05-2023,10659542.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,06-2023,9047312.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,07-2023,9102086.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,08-2023,5990929.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,09-2023,4913989.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,10-2023,3687055.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,11-2023,3513820.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,12-2023,1550589.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,01-2024,1217424.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,02-2024,104004.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,03-2024,600930.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,04-2024,1097449.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,05-2024,821734.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,06-2024,663953.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,07-2024,374622.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,08-2024,855112.00000
进出口金额（美元）,合计,本期值,美国,020329 - 其他冻猪肉,合计,09-2024,2232300.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,01-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,02-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,03-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,04-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,05-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,06-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,07-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,08-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,09-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,10-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,11-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,12-2019,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,01-2020,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,02-2020,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,03-2020,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,04-2020,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,05-2020,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,06-2020,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,07-2020,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,08-2020,843.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,09-2020,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,10-2020,1181.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,11-2020,3286.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,12-2020,1975.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,01-2021,3735.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,02-2021,2452.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,03-2021,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,04-2021,2674.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,05-2021,2871.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,06-2021,3488.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,07-2021,2707.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,08-2021,651.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,09-2021,3038.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,10-2021,
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,11-2021,620.00000
进出口金额（美元）,合计,本期值,美国,020610 - 鲜、冷牛杂碎,合计,12-2021,654.00000
