,time,code,IM_PQ,EX_PQ,IM_Q,EX_Q,IM_P,EX_P,year,gdp,population,lgdp,lpopu,lexp,limp,lexq,limq
23,04-2019,01,37232130.0,44725212.0,4709285.0,15948381.0,7.9061110126059475,9.497240451575982,2019,87945574337517.8,7742724795,32.107739265635864,22.770019503293934,2.2510012776278865,2.0676360063400336,16.584867877340983,15.365046649798192
24,04-2020,01,33359133.0,49152569.0,4471852.0,7579029.0,7.459802560549857,10.991546455473035,2020,85577718250195.5,7821271846,32.08044606437664,22.78011301843261,2.397126473299849,2.0095289474511997,15.840895649149163,15.313313198457262
25,04-2021,01,89882804.0,64407366.0,12133374.0,9804857.0,7.4078985779223485,5.308281604111107,2021,97527032881901.1,7888963821,32.21115071583,22.788730635043017,1.6692681678342098,2.002546806364945,16.098388433110514,16.311470395581594
26,04-2022,01,23729778.0,38608888.0,1775504.0,10903427.0,13.36509408032874,21.745311753733024,2022,101225059591363.0,7951595433,32.24836746654863,22.796638428874658,3.079398182747614,2.5926463888724096,16.20458770145462,14.389594884249252
27,04-2023,01,33385303.0,41132327.0,2378876.0,12011859.0,14.034066088354333,17.290656175437476,2023,105435039507024.0,8024997028,32.289116139929476,22.805827135619744,2.8501662501281944,2.641487665979215,16.301404969754724,14.68213866518601
28,05-2017,01,14665619.0,46031163.0,1607373.0,15004344.0,9.123967492299547,28.637511641666247,2017,81550955754739.3,7577110140,32.03224916478881,22.748397715886078,3.3547174542977767,2.2109047415376213,16.5238503171405,14.290111727307249
29,05-2018,01,22768069.0,41037157.0,3040313.0,15521296.0,7.488725338476663,13.497675074901828,2018,86686870786621.5,7661177849,32.0933235555677,22.759431575066092,2.602517453939451,2.0133986012677494,16.557723574387623,14.927471028608648
30,05-2019,01,57328165.0,44543223.0,7822304.0,14991419.0,7.328808110756115,5.69438658993565,2019,87945574337517.8,7742724795,32.107739265635864,22.770019503293934,1.7394808808145084,1.9918128984145864,16.522988528707252,15.872489698282857
31,05-2020,01,87737779.0,45487711.0,12679450.0,6978275.0,6.919683345886454,3.587514521528931,2020,85577718250195.5,7821271846,32.08044606437664,22.78011301843261,1.2774596288904896,1.9343700093176277,15.758312309525262,16.355493130638294
32,05-2021,01,95184366.0,40547422.0,12700818.0,6528028.0,7.4943492615987415,3.192504766228443,2021,97527032881901.1,7888963821,32.21115071583,22.788730635043017,1.1608058018689222,2.0141493047830568,15.691615464832568,16.35717695880344
33,05-2022,01,65724644.0,46679502.0,7327124.0,12534165.0,8.970046637671206,6.370780950342863,2022,101225059591363.0,7951595433,32.24836746654863,22.796638428874658,1.8517220602395248,2.1938908753516375,16.343968673873505,15.807093636705734
34,05-2023,01,42204936.0,38333032.0,4334216.0,10733273.0,9.737617137678418,8.844282795319845,2023,105435039507024.0,8024997028,32.289116139929476,22.805827135619744,2.1797712384360204,2.275996440667867,16.188859100712715,15.282051298322932
35,06-2017,01,11818209.0,47146138.0,711303.0,15372869.0,16.614872986617517,66.28137094880803,2017,81550955754739.3,7577110140,32.03224916478881,22.748397715886078,4.19390887654493,2.8102982572764366,16.548114760424745,13.474853778342405
36,06-2018,01,55523674.0,42993534.0,9646900.0,16318719.0,5.755597549471851,4.456720189905566,2018,86686870786621.5,7661177849,32.0933235555677,22.759431575066092,1.4944131120756978,1.7501728681428836,16.60782341177247,16.082147178182097
37,06-2019,01,38005484.0,33825485.0,4281305.0,11051208.0,8.877079301754955,7.90074171309916,2019,87945574337517.8,7742724795,32.107739265635864,22.770019503293934,2.066956642799869,2.183472595442129,16.21805030121987,15.269768427625483
38,06-2020,01,33455402.0,54601331.0,3601485.0,7663755.0,9.289335371381528,15.16078256608038,2020,85577718250195.5,7821271846,32.08044606437664,22.78011301843261,2.718711999335787,2.2288670078963437,15.852012630480939,15.096856818371602
39,06-2021,01,64373636.0,52383558.0,5603291.0,8716955.0,11.488540573744965,9.348712747562102,2021,97527032881901.1,7888963821,32.21115071583,22.788730635043017,2.2352386597651233,2.441350066712804,15.9807805376539,15.53886466166138
40,06-2022,01,41948204.0,44732175.0,5320294.0,12662544.0,7.88456502591774,8.407838927698357,2022,101225059591363.0,7951595433,32.24836746654863,22.796638428874658,2.1291644763619364,2.064907054139755,16.354158902360286,15.48703912294877
41,06-2023,01,38977620.0,40657260.0,3286465.0,12325667.0,11.860044150782072,12.371122163175327,2023,105435039507024.0,8024997028,32.289116139929476,22.805827135619744,2.5153648987955886,2.4731751162255566,16.32719439407578,15.005323077001798
42,07-2017,01,51823146.0,46263924.0,6703395.0,15229177.0,7.730880546350021,6.901566146706259,2017,81550955754739.3,7577110140,32.03224916478881,22.748397715886078,1.9317483636311696,2.0452227689642797,16.538723685328502,15.718124672441693
43,07-2018,01,46107855.0,59786603.0,7962401.0,22800755.0,5.790697429079495,7.508614926578051,2018,86686870786621.5,7661177849,32.0933235555677,22.759431575066092,2.016051018217777,1.7562527384033464,16.9423042074115,15.890241145504257
44,07-2019,01,36762096.0,27979356.0,4739353.0,6924935.0,7.756775239151842,5.903623553679163,2019,87945574337517.8,7742724795,32.107739265635864,22.770019503293934,1.7755663240321333,2.048566685860356,15.750639223712037,15.371411186464279
45,07-2020,01,55185455.0,52206357.0,7927996.0,7657009.0,6.960832851076111,6.585063488932134,2020,85577718250195.5,7821271846,32.08044606437664,22.78011301843261,1.8848039765963185,1.9402991296982766,15.851131995489633,15.885910850450966
46,07-2021,01,97237368.0,47453913.0,12053306.0,9029809.0,8.067277807433081,3.937003922409337,2021,97527032881901.1,7888963821,32.21115071583,22.788730635043017,1.3704200082550684,2.087816102876827,16.016041773452965,16.304849537118454
47,07-2022,01,104272761.0,43608191.0,10467856.0,12255028.0,9.961233799929996,4.165914299929231,2022,101225059591363.0,7951595433,32.24836746654863,22.796638428874658,1.426935771318794,2.298700939419551,16.321446859723462,16.163819786328155
48,07-2023,01,21745697.0,39418672.0,2323486.0,11674646.0,9.359082430451485,16.965315048164697,2023,105435039507024.0,8024997028,32.289116139929476,22.805827135619744,2.831170968542084,2.236347254749484,16.272930039860395,14.658579202096291
