time,code,IM_PQ,EX_PQ,IM_Q,EX_Q,IM_P,EX_P,year,fdi,gdp,pop,tea,btea,gtea,lgdp,lpop,lfdi,lexp,limp,lexq,limq,len,dropped,missing1,rate,is_tea,i0901,i0902,i0903,tea_sq,tea_pr
03-2021,0906,,,,,,,2021,18096000.0,1149237.0,141260.0,316.4,30.45,217.36,13.95460880187946,11.858357442962912,16.71120147733804,,,,,4,1,1,6.514252173913043,0,0,0,0,3307.84107,316.39612
03-2021,0909,,,,,,,2021,18096000.0,1149237.0,141260.0,316.4,30.45,217.36,13.95460880187946,11.858357442962912,16.71120147733804,,,,,4,1,1,6.514252173913043,0,0,0,0,3307.84107,316.39612
03-2021,0910,28899.0,,8665.0,,3.335141373341027,,2021,18096000.0,1149237.0,141260.0,316.4,30.45,217.36,13.95460880187946,11.858357442962912,16.71120147733804,,1.204515069276027,,9.067047202149707,4,0,1,6.514252173913043,0,0,0,0,3307.84107,316.39612
03-2021,09,183725.0,,16497.0,,11.136873370915923,,2021,18096000.0,1149237.0,141260.0,316.4,30.45,217.36,13.95460880187946,11.858357442962912,16.71120147733804,,2.4102615282211475,,9.710933825175925,2,0,1,6.514252173913043,0,0,0,0,3307.84107,316.39612
03-2022,09011100,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,09012100,89.0,,4.0,,22.25,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.1023420086122493,,1.3862943611198906,8,0,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,09012200,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,09019010,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,09019020,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,09021010,29738.0,,1209.0,,24.597187758478082,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.2026321176423758,,7.097548850614793,8,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09021090,1963.0,,29.0,,67.6896551724138,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,4.214933364289987,,3.367295829986474,8,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09022010,37.0,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09022090,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09023010,899.0,,27.0,,33.2962962962963,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.5054461684672913,,3.295836866004329,8,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09023020,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09023090,13097.0,,480.0,,27.285416666666666,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.3063523714274665,,6.173786103901937,8,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09024010,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09024020,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09024090,43.0,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,09030000,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,1,0,0,1,3392.70508,334.2053
03-2022,09041100,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09041200,950.0,,33.0,,28.78787878787879,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.3599544231281064,,3.4965075614664802,8,0,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09042100,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09042200,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09061900,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09092100,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09093100,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09093200,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09096110,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09096290,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09101100,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09101200,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09103000,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09109100,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,8,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09109900,49.0,,2.0,,24.5,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.1986731175506815,,0.6931471805599453,8,0,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090111,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,090121,89.0,,4.0,,22.25,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.1023420086122493,,1.3862943611198906,6,0,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,090122,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,090190,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,090210,31701.0,,1238.0,,25.606623586429727,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.242851051864599,,7.121252453244542,6,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,090220,37.0,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,090230,13996.0,,507.0,,27.60552268244576,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.3180158498963954,,6.2285110035911835,6,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,090240,43.0,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,090300,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,1,0,0,1,3392.70508,334.2053
03-2022,090411,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090412,950.0,,33.0,,28.78787878787879,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.3599544231281064,,3.4965075614664802,6,0,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090421,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090422,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090619,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090921,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090931,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090932,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090961,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,090962,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,091011,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,091012,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,091030,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,091091,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,6,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,091099,49.0,,2.0,,24.5,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.1986731175506815,,0.6931471805599453,6,0,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,0901,89.0,,4.0,,22.25,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.1023420086122493,,1.3862943611198906,4,0,1,6.356826086956522,1,1,0,0,3392.70508,334.2053
03-2022,0902,45777.0,,1745.0,,26.23323782234957,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.2670272259233175,,7.4645098346365275,4,0,1,6.356826086956522,1,0,1,0,3392.70508,334.2053
03-2022,0903,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,4,1,1,6.356826086956522,1,0,0,1,3392.70508,334.2053
03-2022,0904,950.0,,33.0,,28.78787878787879,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.3599544231281064,,3.4965075614664802,4,0,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,0906,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,4,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,0909,,,,,,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,,,,4,1,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,0910,49.0,,2.0,,24.5,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.1986731175506815,,0.6931471805599453,4,0,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2022,09,46865.0,,1784.0,,26.269618834080717,,2022,18913241.0,1204724.0,141175.0,334.21,34.03,226.85,14.00176105302878,11.857755534541038,16.755372816747435,,3.2684130940406315,,7.486613313139955,2,0,1,6.356826086956522,0,0,0,0,3392.70508,334.2053
03-2023,09011100,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,09012100,32.0,,1.0,,32.0,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,3.4657359027997265,,0.0,8,0,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,09012200,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,09019010,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,09019020,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,09021010,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09021090,41782.0,,1497.0,,27.910487641950567,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,3.329002519339366,,7.311218384419629,8,0,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09022010,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09022090,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09023010,2146.0,,42.0,,51.095238095238095,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,3.9336913049072755,,3.7376696182833684,8,0,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09023020,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09023090,16811.0,,544.0,,30.902573529411764,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,3.430839466177116,,6.298949246855942,8,0,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09024010,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09024020,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09024090,19472.0,,1500.0,,12.981333333333334,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,2.563512428137007,,7.313220387090301,8,0,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,09030000,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,1,0,0,1,3429.95156,354.11234
03-2023,09041100,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09041200,2270.0,,125.0,,18.16,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,2.8992213731731473,,4.8283137373023015,8,0,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09042100,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09042200,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09061900,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09092100,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09093100,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09093200,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09096110,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09096290,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09101100,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09101200,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09103000,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09109100,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,09109900,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,8,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090111,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,090121,32.0,,1.0,,32.0,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,3.4657359027997265,,0.0,6,0,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,090122,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,090190,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
03-2023,090210,41782.0,,1497.0,,27.910487641950567,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,3.329002519339366,,7.311218384419629,6,0,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,090220,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,090230,33554.0,,974.0,,34.449691991786445,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,3.5395000566878108,,6.881411303642535,6,0,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,090240,19802.0,,1515.0,,13.07062706270627,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,2.5703675037389906,,7.323170717943469,6,0,1,6.898208695652174,1,0,1,0,3429.95156,354.11234
03-2023,090300,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,1,0,0,1,3429.95156,354.11234
03-2023,090411,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090412,2270.0,,125.0,,18.16,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,2.8992213731731473,,4.8283137373023015,6,0,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090421,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090422,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090619,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090921,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090931,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090932,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090961,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,090962,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,091011,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,091012,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,091030,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,091091,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,091099,,,,,,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,,,,6,1,1,6.898208695652174,0,0,0,0,3429.95156,354.11234
03-2023,0901,32.0,,1.0,,32.0,,2023,16325000.0,1260582.1,140967.0,354.11,,,14.047084156372835,11.85628109941488,16.60820823312677,,3.4657359027997265,,0.0,4,0,1,6.898208695652174,1,1,0,0,3429.95156,354.11234
